chrom	start	end	name	gencode_name	category	shared_both_cohorts	gene_type	strand	length_bp
chr1	182539246	182541421	RGSL1	RGSL1	PASSENGER	False	protein_coding	+	2175
chr1	182547316	182552209	RGSL1	RGSL1	PASSENGER	False	protein_coding	+	4893
chr1	182552454	182557222	RGSL1	RGSL1	PASSENGER	False	protein_coding	+	4768
chr1	182559261	182561599	RGSL1	RGSL1	PASSENGER	False	protein_coding	+	2338
chr1	185733390	185736047	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2657
chr1	185845025	185847096	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2071
chr1	185863469	185866863	HMCN1	HMCN1	DRIVER	True	protein_coding	+	3394
chr1	185908336	185910508	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2172
chr1	185910673	185912780	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2107
chr1	185921378	185926191	HMCN1	HMCN1	DRIVER	True	protein_coding	+	4813
chr1	185927545	185929667	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2122
chr1	185932548	185934824	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2276
chr1	185956068	185958140	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2072
chr1	185961517	185966915	HMCN1	HMCN1	DRIVER	True	protein_coding	+	5398
chr1	185969334	185971493	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2159
chr1	185976786	185979145	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2359
chr1	185979977	185985313	HMCN1	HMCN1	DRIVER	True	protein_coding	+	5336
chr1	185986431	185991443	HMCN1	HMCN1	DRIVER	True	protein_coding	+	5012
chr1	185992181	185996087	HMCN1	HMCN1	DRIVER	True	protein_coding	+	3906
chr1	185996428	185998524	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2096
chr1	185999044	186004844	HMCN1	HMCN1	DRIVER	True	protein_coding	+	5800
chr1	186006127	186008282	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2155
chr1	186014158	186020695	HMCN1	HMCN1	DRIVER	True	protein_coding	+	6537
chr1	186022029	186024153	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2124
chr1	186036933	186042136	HMCN1	HMCN1	DRIVER	True	protein_coding	+	5203
chr1	186044687	186046863	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2176
chr1	186047742	186049839	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2097
chr1	186051951	186058401	HMCN1	HMCN1	DRIVER	True	protein_coding	+	6450
chr1	186060850	186063600	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2750
chr1	186064237	186066429	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2192
chr1	186066833	186071757	HMCN1	HMCN1	DRIVER	True	protein_coding	+	4924
chr1	186073740	186079220	HMCN1	HMCN1	DRIVER	True	protein_coding	+	5480
chr1	186080206	186083961	HMCN1	HMCN1	DRIVER	True	protein_coding	+	3755
chr1	186085245	186089755	HMCN1	HMCN1	DRIVER	True	protein_coding	+	4510
chr1	186089757	186091917	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2160
chr1	186092133	186096521	HMCN1	HMCN1	DRIVER	True	protein_coding	+	4388
chr1	186102471	186104668	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2197
chr1	186105883	186109597	HMCN1	HMCN1	DRIVER	True	protein_coding	+	3714
chr1	186111811	186121145	HMCN1	HMCN1	DRIVER	True	protein_coding	+	9334
chr1	186121950	186124220	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2270
chr1	186124603	186126794	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2191
chr1	186127077	186133409	HMCN1	HMCN1	DRIVER	True	protein_coding	+	6332
chr1	186135667	186138972	HMCN1	HMCN1	DRIVER	True	protein_coding	+	3305
chr1	186143172	186146923	HMCN1	HMCN1	DRIVER	True	protein_coding	+	3751
chr1	186150199	186154987	HMCN1	HMCN1	DRIVER	True	protein_coding	+	4788
chr1	186164110	186167942	HMCN1	HMCN1	DRIVER	True	protein_coding	+	3832
chr1	186170336	186173131	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2795
chr1	186173513	186175642	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2129
chr1	186177415	186179766	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2351
chr1	186181167	186183287	HMCN1	HMCN1	DRIVER	True	protein_coding	+	2120
chr1	186186882	186191949	HMCN1	HMCN1	DRIVER	True	protein_coding	+	5067
chr1	186310651	186315724	TPR	TPR	DRIVER	False	protein_coding	-	5073
chr1	186316481	186328660	TPR	TPR	DRIVER	False	protein_coding	-	12179
chr1	186330497	186348458	TPR	TPR	DRIVER	False	protein_coding	-	17961
chr1	186349222	186364445	TPR	TPR	DRIVER	False	protein_coding	-	15223
chr1	186366885	186368982	TPR	TPR	DRIVER	False	protein_coding	-	2097
chr1	186369969	186372043	TPR	TPR	DRIVER	False	protein_coding	-	2074
chr1	186372358	186376693	TPR	TPR	DRIVER	False	protein_coding	-	4335
chr1	197083120	197085426	ASPM	ASPM	DRIVER	True	protein_coding	-	2306
chr1	197085802	197098503	ASPM	ASPM	DRIVER	True	protein_coding	-	12701
chr1	197099430	197106185	ASPM	ASPM	DRIVER	True	protein_coding	-	6755
chr1	197116788	197118983	ASPM	ASPM	DRIVER	True	protein_coding	-	2195
chr1	197120838	197126191	ASPM	ASPM	DRIVER	True	protein_coding	-	5353
chr1	197127489	197131056	ASPM	ASPM	DRIVER	True	protein_coding	-	3567
chr1	197131284	197136242	ASPM	ASPM	DRIVER	True	protein_coding	-	4958
chr1	197138575	197140871	ASPM	ASPM	DRIVER	True	protein_coding	-	2296
chr1	197141330	197145100	ASPM	ASPM	DRIVER	True	protein_coding	-	3770
chr1	197145140	197147694	ASPM	ASPM	DRIVER	True	protein_coding	-	2554
chr1	197267203	197269482	CRB1	CRB1	PASSENGER	True	protein_coding	+	2279
chr1	197327421	197330003	CRB1	CRB1	PASSENGER	True	protein_coding	+	2582
chr1	197343280	197345476	CRB1	CRB1	PASSENGER	True	protein_coding	+	2196
chr1	197346339	197348479	CRB1	CRB1	PASSENGER	True	protein_coding	+	2140
chr1	197355830	197359128	CRB1	CRB1	PASSENGER	True	protein_coding	+	3298
chr1	197359348	197361479	CRB1	CRB1	PASSENGER	True	protein_coding	+	2131
chr1	197412828	197415000	CRB1	CRB1	PASSENGER	True	protein_coding	+	2172
chr1	197419999	197423839	CRB1	CRB1	PASSENGER	True	protein_coding	+	3840
chr1	197426453	197430614	CRB1	CRB1	PASSENGER	True	protein_coding	+	4161
chr1	197433705	197436612	CRB1	CRB1	PASSENGER	True	protein_coding	+	2907
chr1	197437546	197445819	CRB1	CRB1	PASSENGER	True	protein_coding	+	8273
chr1	197476547	197479455	CRB1	CRB1	PASSENGER	True	protein_coding	+	2908
chr1	201038511	201045456	CACNA1S	CACNA1S	PASSENGER	True	protein_coding	-	6945
chr1	201046114	201055561	CACNA1S	CACNA1S	PASSENGER	True	protein_coding	-	9447
chr1	201057407	201063514	CACNA1S	CACNA1S	PASSENGER	True	protein_coding	-	6107
chr1	201064837	201067993	CACNA1S	CACNA1S	PASSENGER	True	protein_coding	-	3156
chr1	201068136	201071404	CACNA1S	CACNA1S	PASSENGER	True	protein_coding	-	3268
chr1	201071754	201079104	CACNA1S	CACNA1S	PASSENGER	True	protein_coding	-	7350
chr1	201082161	201086581	CACNA1S	CACNA1S	PASSENGER	True	protein_coding	-	4420
chr1	201086825	201090463	CACNA1S	CACNA1S	PASSENGER	True	protein_coding	-	3638
chr1	201090639	201095021	CACNA1S	CACNA1S	PASSENGER	True	protein_coding	-	4382
chr1	201109163	201113451	CACNA1S	CACNA1S	PASSENGER	True	protein_coding	-	4288
chr1	210675822	210685138	KCNH1	KCNH1	PASSENGER	False	protein_coding	-	9316
chr1	210774347	210776544	KCNH1	KCNH1	PASSENGER	False	protein_coding	-	2197
chr1	210796507	210798760	KCNH1	KCNH1	PASSENGER	False	protein_coding	-	2253
chr1	210802966	210805166	KCNH1	KCNH1	PASSENGER	False	protein_coding	-	2200
chr1	210857124	210862194	KCNH1	KCNH1	PASSENGER	False	protein_coding	-	5070
chr1	210917903	210921069	KCNH1	KCNH1	PASSENGER	False	protein_coding	-	3166
chr1	211017782	211020256	KCNH1	KCNH1	PASSENGER	False	protein_coding	-	2474
chr1	211062391	211064737	KCNH1	KCNH1	PASSENGER	False	protein_coding	-	2346
chr1	211081779	211083898	KCNH1	KCNH1	PASSENGER	False	protein_coding	-	2119
chr1	211089561	211091690	KCNH1	KCNH1	PASSENGER	False	protein_coding	-	2129
chr1	211102495	211104602	KCNH1	KCNH1	PASSENGER	False	protein_coding	-	2107
chr1	211106253	211108377	KCNH1	KCNH1	PASSENGER	False	protein_coding	-	2124
chr1	211132866	211135165	KCNH1	KCNH1	PASSENGER	False	protein_coding	-	2299
chr1	213982180	213984323	PROX1	PROX1	PASSENGER	False	protein_coding	+	2143
chr1	213986953	213990781	PROX1	PROX1	PASSENGER	False	protein_coding	+	3828
chr1	213995468	213999260	PROX1	PROX1	PASSENGER	False	protein_coding	+	3792
chr1	214004164	214006272	PROX1	PROX1	PASSENGER	False	protein_coding	+	2108
chr1	214010520	214012715	PROX1	PROX1	PASSENGER	False	protein_coding	+	2195
chr1	214034648	214042510	PROX1	PROX1	PASSENGER	False	protein_coding	+	7862
chr1	215621890	215626870	USH2A	USH2A	PASSENGER	False	protein_coding	-	4980
chr1	215627813	215631260	USH2A	USH2A	PASSENGER	False	protein_coding	-	3447
chr1	215633458	215635703	USH2A	USH2A	PASSENGER	False	protein_coding	-	2245
chr1	215638154	215641734	USH2A	USH2A	PASSENGER	False	protein_coding	-	3580
chr1	215646521	215651801	USH2A	USH2A	PASSENGER	False	protein_coding	-	5280
chr1	215669971	215672293	USH2A	USH2A	PASSENGER	False	protein_coding	-	2322
chr1	215673099	215676616	USH2A	USH2A	PASSENGER	False	protein_coding	-	3517
chr1	215679148	215681376	USH2A	USH2A	PASSENGER	False	protein_coding	-	2228
chr1	215727029	215729384	USH2A	USH2A	PASSENGER	False	protein_coding	-	2355
chr1	215740374	215744335	USH2A	USH2A	PASSENGER	False	protein_coding	-	3961
chr1	215757594	215760843	USH2A	USH2A	PASSENGER	False	protein_coding	-	3249
chr1	215765680	215767788	USH2A	USH2A	PASSENGER	False	protein_coding	-	2108
chr1	215778842	215783935	USH2A	USH2A	PASSENGER	False	protein_coding	-	5093
chr1	215785669	215787874	USH2A	USH2A	PASSENGER	False	protein_coding	-	2205
chr1	215789058	215791282	USH2A	USH2A	PASSENGER	False	protein_coding	-	2224
chr1	215797906	215800125	USH2A	USH2A	PASSENGER	False	protein_coding	-	2219
chr1	215812735	215814904	USH2A	USH2A	PASSENGER	False	protein_coding	-	2169
chr1	215815996	215818195	USH2A	USH2A	PASSENGER	False	protein_coding	-	2199
chr1	215836990	215839103	USH2A	USH2A	PASSENGER	False	protein_coding	-	2113
chr1	215843293	215847033	USH2A	USH2A	PASSENGER	False	protein_coding	-	3740
chr1	215866006	215868170	USH2A	USH2A	PASSENGER	False	protein_coding	-	2164
chr1	215876757	215880098	USH2A	USH2A	PASSENGER	False	protein_coding	-	3341
chr1	215887425	215890054	USH2A	USH2A	PASSENGER	False	protein_coding	-	2629
chr1	215899074	215901905	USH2A	USH2A	PASSENGER	False	protein_coding	-	2831
chr1	215933615	215935795	USH2A	USH2A	PASSENGER	False	protein_coding	-	2180
chr1	215964316	215966479	USH2A	USH2A	PASSENGER	False	protein_coding	-	2163
chr1	215969624	215971776	USH2A	USH2A	PASSENGER	False	protein_coding	-	2152
chr1	215992019	215994167	USH2A	USH2A	PASSENGER	False	protein_coding	-	2148
chr1	215997886	216001562	USH2A	USH2A	PASSENGER	False	protein_coding	-	3676
chr1	216045430	216049647	USH2A	USH2A	PASSENGER	False	protein_coding	-	4217
chr1	216069100	216071292	USH2A	USH2A	PASSENGER	False	protein_coding	-	2192
chr1	216071888	216074300	USH2A	USH2A	PASSENGER	False	protein_coding	-	2412
chr1	216077088	216079362	USH2A	USH2A	PASSENGER	False	protein_coding	-	2274
chr1	216082369	216087820	USH2A	USH2A	PASSENGER	False	protein_coding	-	5451
chr1	216088012	216090139	USH2A	USH2A	PASSENGER	False	protein_coding	-	2127
chr1	216096082	216098213	USH2A	USH2A	PASSENGER	False	protein_coding	-	2131
chr1	216172945	216176482	USH2A	USH2A	PASSENGER	False	protein_coding	-	3537
chr1	216189222	216191367	USH2A	USH2A	PASSENGER	False	protein_coding	-	2145
chr1	216195552	216201121	USH2A	USH2A	PASSENGER	False	protein_coding	-	5569
chr1	216206272	216208431	USH2A	USH2A	PASSENGER	False	protein_coding	-	2159
chr1	216216386	216218550	USH2A	USH2A	PASSENGER	False	protein_coding	-	2164
chr1	216230952	216233136	USH2A	USH2A	PASSENGER	False	protein_coding	-	2184
chr1	216245584	216248226	USH2A	USH2A	PASSENGER	False	protein_coding	-	2642
chr1	216249902	216252098	USH2A	USH2A	PASSENGER	False	protein_coding	-	2196
chr1	216288279	216290410	USH2A	USH2A	PASSENGER	False	protein_coding	-	2131
chr1	216291174	216293370	USH2A	USH2A	PASSENGER	False	protein_coding	-	2196
chr1	216320882	216328654	USH2A	USH2A	PASSENGER	False	protein_coding	-	7772
chr1	216363952	216366085	USH2A	USH2A	PASSENGER	False	protein_coding	-	2133
chr1	216417513	216419679	USH2A	USH2A	PASSENGER	False	protein_coding	-	2166
chr1	216420851	216424448	USH2A	USH2A	PASSENGER	False	protein_coding	-	3597
chr1	228207043	228209185	OBSCN	OBSCN	DRIVER	True	protein_coding	+	2142
chr1	228210765	228220599	OBSCN	OBSCN	DRIVER	True	protein_coding	+	9834
chr1	228223458	228225734	OBSCN	OBSCN	DRIVER	True	protein_coding	+	2276
chr1	228242182	228247803	OBSCN	OBSCN	DRIVER	True	protein_coding	+	5621
chr1	228248964	228251240	OBSCN	OBSCN	DRIVER	True	protein_coding	+	2276
chr1	228255650	228257926	OBSCN	OBSCN	DRIVER	True	protein_coding	+	2276
chr1	228258500	228260776	OBSCN	OBSCN	DRIVER	True	protein_coding	+	2276
chr1	228263115	228265391	OBSCN	OBSCN	DRIVER	True	protein_coding	+	2276
chr1	228266634	228289888	OBSCN	OBSCN	DRIVER	True	protein_coding	+	23254
chr1	228290897	228296141	OBSCN	OBSCN	DRIVER	True	protein_coding	+	5244
chr1	228297385	228310559	OBSCN	OBSCN	DRIVER	True	protein_coding	+	13174
chr1	228312613	228320254	OBSCN	OBSCN	DRIVER	True	protein_coding	+	7641
chr1	228320343	228324606	OBSCN	OBSCN	DRIVER	True	protein_coding	+	4263
chr1	228331859	228343232	OBSCN	OBSCN	DRIVER	True	protein_coding	+	11373
chr1	228348577	228354062	OBSCN	OBSCN	DRIVER	True	protein_coding	+	5485
chr1	228355150	228357344	OBSCN	OBSCN	DRIVER	True	protein_coding	+	2194
chr1	228358596	228363755	OBSCN	OBSCN	DRIVER	True	protein_coding	+	5159
chr1	228363980	228379876	OBSCN	OBSCN	DRIVER	True	protein_coding	+	15896
chr1	235660040	235665621	LYST	LYST	DRIVER	True	protein_coding	-	5581
chr1	235673945	235678619	LYST	LYST	DRIVER	True	protein_coding	-	4674
chr1	235685948	235688682	LYST	LYST	DRIVER	True	protein_coding	-	2734
chr1	235692349	235694486	LYST	LYST	DRIVER	True	protein_coding	-	2137
chr1	235694836	235698272	LYST	LYST	DRIVER	True	protein_coding	-	3436
chr1	235701746	235703977	LYST	LYST	DRIVER	True	protein_coding	-	2231
chr1	235708090	235710308	LYST	LYST	DRIVER	True	protein_coding	-	2218
chr1	235711056	235719162	LYST	LYST	DRIVER	True	protein_coding	-	8106
chr1	235719660	235721905	LYST	LYST	DRIVER	True	protein_coding	-	2245
chr1	235723027	235725180	LYST	LYST	DRIVER	True	protein_coding	-	2153
chr1	235727075	235732177	LYST	LYST	DRIVER	True	protein_coding	-	5102
chr1	235732502	235739594	LYST	LYST	DRIVER	True	protein_coding	-	7092
chr1	235740421	235742628	LYST	LYST	DRIVER	True	protein_coding	-	2207
chr1	235742978	235745157	LYST	LYST	DRIVER	True	protein_coding	-	2179
chr1	235745335	235748331	LYST	LYST	DRIVER	True	protein_coding	-	2996
chr1	235750209	235760599	LYST	LYST	DRIVER	True	protein_coding	-	10390
chr1	235761719	235763851	LYST	LYST	DRIVER	True	protein_coding	-	2132
chr1	235765078	235767277	LYST	LYST	DRIVER	True	protein_coding	-	2199
chr1	235769159	235771297	LYST	LYST	DRIVER	True	protein_coding	-	2138
chr1	235772841	235778308	LYST	LYST	DRIVER	True	protein_coding	-	5467
chr1	235779864	235783087	LYST	LYST	DRIVER	True	protein_coding	-	3223
chr1	235786069	235789848	LYST	LYST	DRIVER	True	protein_coding	-	3779
chr1	235790572	235794612	LYST	LYST	DRIVER	True	protein_coding	-	4040
chr1	235799319	235811534	LYST	LYST	DRIVER	True	protein_coding	-	12215
chr1	235811970	235814061	LYST	LYST	DRIVER	True	protein_coding	-	2091
chr1	235825339	235831424	LYST	LYST	DRIVER	True	protein_coding	-	6085
chr1	235832577	235834667	LYST	LYST	DRIVER	True	protein_coding	-	2090
chr1	235865842	235867925	LYST	LYST	DRIVER	True	protein_coding	-	2083
chr1	235871334	235874029	LYST	LYST	DRIVER	True	protein_coding	-	2695
chr1	235882186	235884724	LYST	LYST	DRIVER	True	protein_coding	-	2538
chr1	237876863	237879382	ZP4	ZP4	PASSENGER	False	protein_coding	-	2519
chr1	237881376	237891922	ZP4	ZP4	PASSENGER	False	protein_coding	-	10546
chr1	240013347	240015435	FMN2	FMN2	PASSENGER	False	protein_coding	+	2088
chr1	240067027	240069073	FMN2	FMN2	PASSENGER	False	protein_coding	+	2046
chr1	240090882	240094724	FMN2	FMN2	PASSENGER	False	protein_coding	+	3842
chr1	240122126	240124345	FMN2	FMN2	PASSENGER	False	protein_coding	+	2219
chr1	240176920	240179068	FMN2	FMN2	PASSENGER	False	protein_coding	+	2148
chr1	240179168	240181180	FMN2	FMN2	PASSENGER	False	protein_coding	+	2012
chr1	240187206	240189262	FMN2	FMN2	PASSENGER	False	protein_coding	+	2056
chr1	240205798	240209732	FMN2	FMN2	PASSENGER	False	protein_coding	+	3934
chr1	240210090	240212235	FMN2	FMN2	PASSENGER	False	protein_coding	+	2145
chr1	240234770	240236895	FMN2	FMN2	PASSENGER	False	protein_coding	+	2125
chr1	240238638	240242160	FMN2	FMN2	PASSENGER	False	protein_coding	+	3522
chr1	240244259	240246565	FMN2	FMN2	PASSENGER	False	protein_coding	+	2306
chr1	240256500	240259032	FMN2	FMN2	PASSENGER	False	protein_coding	+	2532
chr1	240284230	240286523	FMN2	FMN2	PASSENGER	False	protein_coding	+	2293
chr1	240293821	240295883	FMN2	FMN2	PASSENGER	False	protein_coding	+	2062
chr1	240328075	240335229	FMN2	FMN2	PASSENGER	False	protein_coding	+	7154
chr1	240339550	240345781	FMN2	FMN2	PASSENGER	False	protein_coding	+	6231
chr1	240354815	240358702	FMN2	FMN2	PASSENGER	False	protein_coding	+	3887
chr1	240370361	240372664	FMN2	FMN2	PASSENGER	False	protein_coding	+	2303
chr1	240391510	240393562	FMN2	FMN2	PASSENGER	False	protein_coding	+	2052
chr1	240437060	240439210	FMN2	FMN2	PASSENGER	False	protein_coding	+	2150
chr1	240444011	240446193	FMN2	FMN2	PASSENGER	False	protein_coding	+	2182
chr1	240456492	240460443	FMN2	FMN2	PASSENGER	False	protein_coding	+	3951
chr1	240470653	240476187	FMN2	FMN2	PASSENGER	False	protein_coding	+	5534
chr1	241651277	241653629	WDR64	WDR64	PASSENGER	False	protein_coding	+	2352
chr1	241659527	241661695	WDR64	WDR64	PASSENGER	False	protein_coding	+	2168
chr1	241670073	241672176	WDR64	WDR64	PASSENGER	False	protein_coding	+	2103
chr1	241673643	241680595	WDR64	WDR64	PASSENGER	False	protein_coding	+	6952
chr1	241682486	241684701	WDR64	WDR64	PASSENGER	False	protein_coding	+	2215
chr1	241686460	241688595	WDR64	WDR64	PASSENGER	False	protein_coding	+	2135
chr1	241710801	241712881	WDR64	WDR64	PASSENGER	False	protein_coding	+	2080
chr1	241722296	241724436	WDR64	WDR64	PASSENGER	False	protein_coding	+	2140
chr1	241737362	241739489	WDR64	WDR64	PASSENGER	False	protein_coding	+	2127
chr1	241740515	241742664	WDR64	WDR64	PASSENGER	False	protein_coding	+	2149
chr1	241743392	241745516	WDR64	WDR64	PASSENGER	False	protein_coding	+	2124
chr1	241748546	241751202	WDR64	WDR64	PASSENGER	False	protein_coding	+	2656
chr1	241756282	241758459	WDR64	WDR64	PASSENGER	False	protein_coding	+	2177
chr1	241765217	241767351	WDR64	WDR64	PASSENGER	False	protein_coding	+	2134
chr1	241768403	241773931	WDR64	WDR64	PASSENGER	False	protein_coding	+	5528
chr1	241774104	241776210	WDR64	WDR64	PASSENGER	False	protein_coding	+	2106
chr1	241779003	241781062	WDR64	WDR64	PASSENGER	False	protein_coding	+	2059
chr1	241782271	241784381	WDR64	WDR64	PASSENGER	False	protein_coding	+	2110
chr1	241786848	241789034	WDR64	WDR64	PASSENGER	False	protein_coding	+	2186
chr1	241789590	241791696	WDR64	WDR64	PASSENGER	False	protein_coding	+	2106
chr1	241794206	241797370	WDR64	WDR64	PASSENGER	False	protein_coding	+	3164
chr1	241800131	241803777	WDR64	WDR64	PASSENGER	False	protein_coding	+	3646
chr1	246838097	246844928	AHCTF1	AHCTF1	DRIVER	False	protein_coding	-	6831
chr1	246848614	246854299	AHCTF1	AHCTF1	DRIVER	False	protein_coding	-	5685
chr1	246854729	246858814	AHCTF1	AHCTF1	DRIVER	False	protein_coding	-	4085
chr1	246859898	246868811	AHCTF1	AHCTF1	DRIVER	False	protein_coding	-	8913
chr1	246875036	246878302	AHCTF1	AHCTF1	DRIVER	False	protein_coding	-	3266
chr1	246884492	246892919	AHCTF1	AHCTF1	DRIVER	False	protein_coding	-	8427
chr1	246893658	246896925	AHCTF1	AHCTF1	DRIVER	False	protein_coding	-	3267
chr1	246897207	246901469	AHCTF1	AHCTF1	DRIVER	False	protein_coding	-	4262
chr1	246901524	246908758	AHCTF1	AHCTF1	DRIVER	False	protein_coding	-	7234
chr1	246912231	246914412	AHCTF1	AHCTF1	DRIVER	False	protein_coding	-	2181
chr1	246915141	246919377	AHCTF1	AHCTF1	DRIVER	False	protein_coding	-	4236
chr1	246930128	246932948	AHCTF1	AHCTF1	DRIVER	False	protein_coding	-	2820
chr1	247331330	247333481	NLRP3	NLRP3	DRIVER	False	protein_coding	+	2151
chr1	247364229	247366283	NLRP3	NLRP3	DRIVER	False	protein_coding	+	2054
chr1	247373006	247375143	NLRP3	NLRP3	DRIVER	False	protein_coding	+	2137
chr1	247415155	247420077	NLRP3	NLRP3	DRIVER	False	protein_coding	+	4922
chr1	247422229	247426792	NLRP3	NLRP3	DRIVER	False	protein_coding	+	4563
chr1	247428584	247430755	NLRP3	NLRP3	DRIVER	False	protein_coding	+	2171
chr1	247433102	247437140	NLRP3	NLRP3	DRIVER	False	protein_coding	+	4038
chr1	247442906	247445821	NLRP3	NLRP3	DRIVER	False	protein_coding	+	2915
chr1	247447404	247450108	NLRP3	NLRP3	DRIVER	False	protein_coding	+	2704
chr1	248507072	248510648	OR2G6	OR2G6	PASSENGER	False	protein_coding	+	3576
chr1	248520610	248528337	OR2G6	OR2G6	PASSENGER	False	protein_coding	+	7727
chr2	1788112	1793901	MYT1L	MYT1L	PASSENGER	False	protein_coding	-	5789
chr2	1800689	1802799	MYT1L	MYT1L	PASSENGER	False	protein_coding	-	2110
chr2	1808075	1811119	MYT1L	MYT1L	PASSENGER	False	protein_coding	-	3044
chr2	1815180	1818016	MYT1L	MYT1L	PASSENGER	False	protein_coding	-	2836
chr2	1828936	1831920	MYT1L	MYT1L	PASSENGER	False	protein_coding	-	2984
chr2	1834047	1836275	MYT1L	MYT1L	PASSENGER	False	protein_coding	-	2228
chr2	1836400	1843911	MYT1L	MYT1L	PASSENGER	False	protein_coding	-	7511
chr2	1850640	1852703	MYT1L	MYT1L	PASSENGER	False	protein_coding	-	2063
chr2	1859161	1862677	MYT1L	MYT1L	PASSENGER	False	protein_coding	-	3516
chr2	1877727	1880589	MYT1L	MYT1L	PASSENGER	False	protein_coding	-	2862
chr2	1882876	1890477	MYT1L	MYT1L	PASSENGER	False	protein_coding	-	7601
chr2	1891036	1893409	MYT1L	MYT1L	PASSENGER	False	protein_coding	-	2373
chr2	1901722	1904294	MYT1L	MYT1L	PASSENGER	False	protein_coding	-	2572
chr2	1909239	1913110	MYT1L	MYT1L	PASSENGER	False	protein_coding	-	3871
chr2	1916204	1918339	MYT1L	MYT1L	PASSENGER	False	protein_coding	-	2135
chr2	1921285	1924263	MYT1L	MYT1L	PASSENGER	False	protein_coding	-	2978
chr2	1940155	1944334	MYT1L	MYT1L	PASSENGER	False	protein_coding	-	4179
chr2	1971367	1975751	MYT1L	MYT1L	PASSENGER	False	protein_coding	-	4384
